date,samsung,kospi200,samsung_dividends yields(annualized),delta_samsung,delta_kospi,vol_samsung,vol_kospi,corr,zero_rate_3M,zero_rate_6M,zero_rate_1Y,zero_rate_2Y,zero_rate_3Y,pnl
2022-12-14,"60,500",313,2.61,,,0.2569,0.1783,0.906,3.7338,3.6886,3.622,3.6759,3.5241,0
2022-12-15,"59,300",308,2.61,,,0.2544,0.1767,0.9099,3.7571,3.683,3.64,3.6592,3.5306,0
2022-12-16,"59,500",307,2.61,,,0.2587,0.1824,0.9183,3.7515,3.6922,3.659,3.6691,3.5332,0
2022-12-19,"59,500",307,2.61,,,0.2512,0.1774,0.9111,3.7604,3.7021,3.691,3.6653,3.5391,0
2022-12-20,"58,600",304,2.61,,,0.2434,0.1719,0.9109,3.767,3.7222,3.768,3.7959,3.6806,0
2022-12-21,"58,000",303,2.61,,,0.2434,0.1712,0.9154,3.7718,3.7654,3.751,3.756,3.6327,0
2022-12-22,"59,100",307,2.61,,,0.2393,0.1663,0.9129,3.8241,3.7833,3.742,3.6998,3.5602,0
2022-12-23,"58,100",302,2.61,,,0.2433,0.1692,0.9208,3.8855,3.7494,3.769,3.7425,3.6173,0
2022-12-26,"57,900",302,2.61,,,0.245,0.176,0.9243,3.8723,3.7969,3.794,3.7745,3.6576,0
2022-12-27,"58,100",304,2.61,,,0.2379,0.1706,0.9229,3.7603,3.7807,3.775,3.7606,3.6573,0
2022-12-28,"56,600",297,2.61,,,0.2312,0.1674,0.9194,3.7969,3.7921,3.767,3.7781,3.6631,0
2022-12-29,"55,300",291,2.61,,,0.2461,0.1859,0.9324,3.7422,3.7964,3.777,3.8097,3.7154,0
2023-01-02,"55,500",290,1.84,,,0.2551,0.1969,0.9408,3.7211,3.7829,3.769,3.8498,3.7802,0
2023-01-03,"55,400",290,1.84,,,0.2477,0.1913,0.9328,3.65,3.715,3.705,3.7336,3.6582,0
2023-01-04,"57,800",296,1.84,,,0.2402,0.1856,0.9323,3.6265,3.6597,3.669,3.6895,3.6298,0
2023-01-05,"58,200",298,1.84,,,0.2854,0.1968,0.9298,3.5638,3.5861,3.649,3.6923,3.6428,0
2023-01-06,"59,000",302,1.84,,,0.2782,0.1926,0.9302,3.536,3.6031,3.607,3.7033,3.6816,0
2023-01-09,"60,700",310,1.84,,,0.2747,0.1937,0.931,3.5298,3.5826,3.583,3.583,3.5767,0
2023-01-10,"60,400",310,1.84,,,0.2883,0.2135,0.9386,3.5159,3.5702,3.588,3.5994,3.5543,0
2023-01-11,"60,500",310,1.84,,,0.2802,0.207,0.9365,3.502,3.5566,3.571,3.5322,3.4687,0
2023-01-12,"60,500",311,1.84,,,0.2717,0.2007,0.9361,3.5219,3.5621,3.596,3.5235,3.4623,0
2023-01-13,"60,800",314,1.84,,,0.2635,0.195,0.9343,3.5005,3.5578,3.554,3.4383,3.364,0
2023-01-16,"61,100",316,1.84,,,0.2565,0.1927,0.9279,3.5464,3.5613,3.599,3.4927,3.4506,0
2023-01-17,"61,000",314,1.84,,,0.2493,0.1886,0.928,3.5402,3.5613,3.605,3.5284,3.4809,0
2023-01-18,"60,400",312,1.84,,,0.2416,0.1844,0.9226,3.5392,3.5626,3.572,3.4307,3.3859,0
2023-01-19,"61,500",314,1.84,,,0.2373,0.1805,0.924,3.5141,3.5392,3.532,3.3354,3.2408,0
2023-01-20,"61,800",316,1.84,,,0.2406,0.1768,0.9163,3.5099,3.5262,3.548,3.3925,3.3247,0
2023-01-25,"63,400",321,1.84,,,0.234,0.1731,0.9154,3.5078,3.5472,3.535,3.3783,3.2782,0
2023-01-26,"63,900",326,1.84,,,0.2477,0.1786,0.9251,3.4809,3.5123,3.531,3.3714,3.266,0
2023-01-27,"64,600",328,1.84,,,0.2421,0.1833,0.9084,3.4828,3.4829,3.506,3.4129,3.2977,0
2023-01-30,"63,300",323,1.84,,,0.2385,0.1793,0.9096,3.4712,3.4706,3.472,3.3747,3.2648,0
2023-01-31,"61,000",317,1.84,,,0.2443,0.1838,0.9191,3.4678,3.4691,3.489,3.4492,3.3189,0
2023-02-01,"61,800",321,1.84,,,0.2772,0.1925,0.9235,3.419,3.4359,3.447,3.3938,3.2563,0
2023-02-02,"63,500",324,1.84,,,0.2735,0.1929,0.925,3.3682,3.4117,3.424,3.3104,3.1755,0
2023-02-03,"63,800",326,1.84,,,0.2854,0.1905,0.9139,3.354,3.3794,3.4,3.2363,3.1017,0
2023-02-06,"61,600",319,1.84,,,0.2773,0.1863,0.9128,3.3976,3.3775,3.459,3.4021,3.277,0
2023-02-07,"61,900",321,1.84,,,0.3015,0.1993,0.9292,3.3668,3.4093,3.447,3.44,3.3094,0
2023-02-08,"63,100",326,1.84,,,0.2929,0.1948,0.9279,3.3741,3.3921,3.445,3.432,3.3348,0
2023-02-09,"63,000",325,1.84,,,0.2937,0.1982,0.9324,3.3725,3.3082,3.46,3.4864,3.3982,0
2023-02-10,"62,800",324,1.84,,,0.2848,0.1925,0.9315,3.3788,3.4014,3.451,3.4799,3.395,0
2023-02-13,"62,900",322,1.84,,,0.2764,0.1871,0.9318,3.3993,3.4226,3.478,3.5336,3.4495,0
2023-02-14,"63,200",323,1.84,,,0.268,0.183,0.9203,3.4755,3.4686,3.493,3.5228,3.4254,0
2023-02-15,"62,200",318,1.84,,,0.2605,0.1778,0.9207,3.4924,3.4792,3.546,3.5873,3.4991,0
2023-02-16,"63,700",324,1.84,,,0.2601,0.1827,0.9226,3.4916,3.4952,3.54,3.5996,3.5009,0
2023-02-17,"62,600",321,1.84,,,0.2686,0.1915,0.9321,3.5093,3.534,3.61,3.7261,3.6373,0
2023-02-20,"62,700",322,1.84,,,0.2692,0.1891,0.9332,3.5404,3.5376,3.616,3.7516,3.6762,0
2023-02-21,"62,100",322,1.84,,,0.261,0.1838,0.9329,3.5364,3.5536,3.592,3.7264,3.6207,0
2023-02-22,"61,100",316,1.84,,,0.2558,0.1782,0.9229,3.5204,3.5547,3.607,3.7568,3.6427,0
2023-02-23,"62,000",319,1.84,,,0.2559,0.1876,0.9198,3.5067,3.5505,3.602,3.7047,3.5961,0
2023-02-24,"61,300",317,1.84,,,0.2545,0.1855,0.923,3.5473,3.5549,3.582,3.6753,3.5512,0
2023-02-27,"60,500",314,1.84,,,0.2507,0.1816,0.924,3.5551,3.5618,3.652,3.7815,3.6811,0
2023-02-28,"60,600",315,1.84,,,0.2484,0.1798,0.9272,3.5656,3.5809,3.701,3.9044,3.796,0
2023-03-02,"60,800",316,1.84,,,0.241,0.175,0.9265,3.5788,3.6302,3.74,3.9823,3.8777,0
2023-03-03,"60,500",316,1.84,,,0.2339,0.1699,0.9265,3.5942,3.644,3.707,3.8702,3.7904,0
2023-03-06,"61,500",321,1.84,,,0.2276,0.1648,0.9233,3.5662,3.6147,3.699,3.8541,3.7733,0
2023-03-07,"60,700",320,1.84,,,0.2298,0.1712,0.9276,3.5662,3.5874,3.666,3.8016,3.7251,0
2023-03-08,"60,300",315,1.84,,,0.2285,0.1662,0.9182,3.5478,3.588,3.696,3.9209,3.8562,0
2023-03-09,"60,100",314,1.84,,,0.2229,0.1724,0.8935,3.5541,3.5868,3.692,3.9466,3.8586,0
2023-03-10,"59,500",311,1.84,,,0.2165,0.1676,0.8939,3.5382,3.579,3.651,3.7604,3.7025,0
2023-03-13,"60,000",313,1.84,,,0.2136,0.1668,0.8976,3.5099,3.5204,3.538,3.4851,3.4319,0
2023-03-14,"59,000",306,1.84,,,0.2096,0.1635,0.8997,3.4509,3.3905,3.484,3.4243,3.3784,0
2023-03-15,"59,800",309,1.84,,,0.2139,0.1816,0.898,3.4394,3.435,3.469,3.5242,3.4717,0
2023-03-16,"59,900",308,1.84,,,0.2135,0.1799,0.9025,3.3747,3.4038,3.385,3.4481,3.3988,0
2023-03-17,"61,300",312,1.84,,,0.2071,0.1748,0.8973,3.4502,3.4216,3.355,3.4729,3.4141,0
2023-03-20,"60,200",309,1.84,,,0.2199,0.1768,0.9012,3.4229,3.4144,3.296,3.3505,3.2606,0
2023-03-21,"60,300",310,1.84,,,0.2245,0.1755,0.9029,3.3804,3.3412,3.301,3.3803,3.2913,0
2023-03-22,"61,100",314,1.84,,,0.2178,0.1706,0.9021,3.3645,3.3515,3.292,3.3712,3.2812,0
2023-03-23,"62,300",316,1.84,,,0.2173,0.1727,0.9078,3.3812,3.3535,3.29,3.2897,3.202,0
2023-03-24,"63,000",314,1.84,,,0.2239,0.1693,0.8946,3.3648,3.3617,3.285,3.248,3.1552,0
2023-03-27,"62,100",313,1.84,,,0.2213,0.166,0.8378,3.3297,3.3267,3.29,3.3133,3.2161,0
2023-03-28,"62,900",316,1.84,,,0.2218,0.1616,0.8276,3.3162,3.3184,3.288,3.3521,3.2547,0
2023-03-29,"62,700",317,1.84,,,0.2207,0.1608,0.837,3.2956,3.2806,3.287,3.3421,3.2458,0
2023-03-30,"63,200",318,1.84,,,0.2144,0.1566,0.8288,3.2792,3.2778,3.269,3.3087,3.2375,0
2023-03-31,"64,000",322,1.84,,,0.21,0.1521,0.8286,3.2048,3.2616,3.274,3.3423,3.2679,0
2023-04-03,"63,100",320,1.84,,,0.2095,0.1553,0.838,3.2174,3.2486,3.308,3.4,3.3411,0
2023-04-04,"63,600",322,1.84,,,0.2108,0.1527,0.841,3.2155,3.2348,3.281,3.3373,3.2775,0
2023-04-05,"63,900",324,1.84,,,0.2063,0.1498,0.8441,3.1986,3.2172,3.289,3.3158,3.2624,0
2023-04-06,"62,300",318,1.84,,,0.2008,0.1472,0.8443,3.2238,3.218,3.275,3.2834,3.2081,0
2023-04-07,"65,000",323,1.84,,,0.2182,0.1601,0.8762,3.2282,3.1962,3.282,3.3048,3.2378,0
2023-04-10,"65,700",326,1.84,,,0.2683,0.1668,0.8673,3.2265,3.1938,3.263,3.2613,3.1891,0
2023-04-11,"65,900",331,1.84,,,0.2634,0.1656,0.8704,3.2437,3.2063,3.279,3.2936,3.2287,0
2023-04-12,"66,000",332,1.84,,,0.2557,0.1711,0.8317,3.2199,3.1969,3.272,3.3009,3.2307,0
2023-04-13,"66,100",333,1.84,,,0.248,0.1664,0.8312,3.2132,3.1975,3.235,3.2555,3.1969,0
2023-04-14,"65,100",334,1.84,,,0.2405,0.1616,0.8305,3.2323,3.2036,3.235,3.2627,3.2134,0
2023-04-17,"65,300",334,1.84,,,0.2406,0.1572,0.784,3.2324,3.1787,3.242,3.332,3.2867,0
2023-04-18,"65,600",334,1.84,,,0.2336,0.1524,0.7834,3.2613,3.2146,3.228,3.3453,3.2937,0
2023-04-19,"65,500",334,1.84,,,0.2271,0.1477,0.7809,3.2375,3.1979,3.237,3.3819,3.3375,0
2023-04-20,"65,300",333,1.84,,,0.2203,0.1432,0.7806,3.2596,3.2306,3.234,3.3808,3.3343,0
2023-04-21,"65,700",331,1.84,,,0.2141,0.1393,0.7812,3.2375,3.1969,3.218,3.3251,3.2662,0
2023-04-24,"65,200",329,1.84,,,0.2087,0.1371,0.7455,3.1802,3.2027,3.217,3.3017,3.2282,0
2023-04-25,"63,600",324,1.84,,,0.2048,0.135,0.7514,3.2047,3.1976,3.228,3.327,3.264,0
2023-04-26,"64,100",324,1.84,,,0.2206,0.1439,0.7959,3.2153,3.2117,3.219,3.3301,3.2577,0
2023-04-27,"64,600",325,1.84,,,0.2164,0.1395,0.7886,3.2723,3.2299,3.253,3.3509,3.2869,0
2023-04-28,"65,500",326,1.84,,,0.2119,0.1358,0.7903,3.3221,3.265,3.281,3.3657,3.2912,0
2023-05-02,"65,700",329,1.84,,,0.2121,0.1322,0.7839,3.2817,3.2732,3.324,3.4078,3.3333,0
2023-05-03,"65,400",327,1.84,,,0.2059,0.1329,0.7693,3.2943,3.291,3.335,3.3678,3.2778,0
2023-05-04,"65,100",326,1.84,,,0.2005,0.131,0.7698,3.3391,3.3087,3.326,3.3087,3.2054,0
2023-05-08,"65,900",329,1.84,,,0.1952,0.1276,0.7717,3.3234,3.3027,3.342,3.3717,3.2567,0
2023-05-09,"65,300",328,1.84,,,0.1951,0.1288,0.7868,3.4165,3.3664,3.344,3.3714,3.2512,0
2023-05-10,"64,600",326,1.84,,,0.1926,0.1254,0.7874,3.3533,3.3389,3.353,3.3683,3.269,0
2023-05-11,"64,200",325,1.84,,,0.1912,0.1239,0.7956,3.4302,3.3824,3.344,3.3265,3.2148,0
2023-05-12,"64,100",324,1.84,,,0.1872,0.1207,0.7983,3.4209,3.3804,3.35,3.3387,3.2196,0
2023-05-15,"64,500",324,1.84,,,0.1819,0.1183,0.798,3.4053,3.3877,3.391,3.3767,3.2744,0
2023-05-16,"65,400",325,1.84,,,0.1775,0.114,0.7891,3.4228,3.4201,3.392,3.345,3.2365,0
2023-05-17,"65,000",327,1.84,,,0.1803,0.1111,0.7809,3.466,3.4423,3.416,3.3741,3.2687,0
2023-05-18,"66,200",330,1.84,,,0.1764,0.1104,0.7263,3.4826,3.448,3.426,3.4127,3.3114,0
2023-05-19,"68,400",334,1.84,,,0.1854,0.1129,0.7579,3.5086,3.4748,3.445,3.4418,3.3353,0
2023-05-22,"68,500",336,1.84,,,0.22,0.1189,0.7958,3.5084,3.4778,3.447,3.4122,3.3162,0
2023-05-23,"68,400",337,1.84,,,0.2134,0.1176,0.7852,3.5007,3.4795,3.47,3.4516,3.3691,0
2023-05-24,"68,500",336,1.84,,,0.207,0.1147,0.7782,3.4912,3.4771,3.464,3.4527,3.3744,0
2023-05-25,"68,800",335,1.84,,,0.2008,0.1117,0.7707,3.5333,3.5086,3.513,3.5548,3.4773,0
2023-05-26,"70,300",337,1.84,,,0.1954,0.109,0.7541,3.5685,3.547,3.538,3.6134,3.5212,0
2023-05-30,"72,300",342,1.84,,,0.2072,0.1081,0.7603,3.5717,3.5555,3.569,3.6516,3.5573,0
2023-05-31,"71,400",339,1.84,,,0.2286,0.1195,0.8152,3.5539,3.4862,3.54,3.5739,3.4546,0
2023-06-01,"70,900",338,1.84,,,0.2269,0.1208,0.8242,3.5282,3.4794,3.546,3.585,3.4741,0
2023-06-02,"72,200",343,1.84,,,0.2218,0.1178,0.8264,3.5215,3.508,3.51,3.5498,3.4316,0
2023-06-05,"71,700",344,1.84,,,0.2262,0.1276,0.8416,3.5587,3.496,3.538,3.6218,3.4982,0
2023-06-07,"71,000",343,1.84,,,0.2213,0.1244,0.8212,3.5134,3.5136,3.514,3.5894,3.4669,0
2023-06-08,"70,900",343,1.84,,,0.2176,0.1209,0.8208,3.5413,3.518,3.531,3.6381,3.5405,0
2023-06-09,"72,000",347,1.84,,,0.2111,0.1173,0.8207,3.518,3.5054,3.503,3.5917,3.5036,0
2023-06-12,"71,000",345,1.84,,,0.2132,0.1223,0.8355,3.5217,3.4724,3.492,3.5879,3.4911,0
2023-06-13,"72,000",346,1.84,,,0.2137,0.1207,0.8413,3.5,3.4414,3.467,3.5609,3.4827,0
2023-06-14,"71,900",345,1.84,,,0.2143,0.1176,0.8345,3.5098,3.399,3.489,3.6148,3.5445,0
2023-06-15,"71,500",343,1.84,,,0.2078,0.1145,0.8326,3.491,3.4495,3.507,3.6877,3.6263,0
